2380296	2012
2380116	2012
2046396	2011
2047196	2011
1866218	2010
1866029	2010
1622176	2009
1449715	2008
1294211	2007
1166253	2006
1095034	2005
1029632	2004
964696	2003
571985	2002
502348	2001
354401	2000
